"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1963-Q3","Q3-1963","IDX","Index","0","Units","2015","2015",7.281281502,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1963-Q4","Q4-1963","IDX","Index","0","Units","2015","2015",7.276716579,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1964-Q1","Q1-1964","IDX","Index","0","Units","2015","2015",7.374489398,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1964-Q2","Q2-1964","IDX","Index","0","Units","2015","2015",7.441819193,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1964-Q3","Q3-1964","IDX","Index","0","Units","2015","2015",7.510223058,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1964-Q4","Q4-1964","IDX","Index","0","Units","2015","2015",7.536812308,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1965-Q1","Q1-1965","IDX","Index","0","Units","2015","2015",7.585439911,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1965-Q2","Q2-1965","IDX","Index","0","Units","2015","2015",7.615209339,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1965-Q3","Q3-1965","IDX","Index","0","Units","2015","2015",7.663282958,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1965-Q4","Q4-1965","IDX","Index","0","Units","2015","2015",7.736743143,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1966-Q1","Q1-1966","IDX","Index","0","Units","2015","2015",7.802645106,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1966-Q2","Q2-1966","IDX","Index","0","Units","2015","2015",7.896774746,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1966-Q3","Q3-1966","IDX","Index","0","Units","2015","2015",8.031116846,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1966-Q4","Q4-1966","IDX","Index","0","Units","2015","2015",8.180160253,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1967-Q1","Q1-1967","IDX","Index","0","Units","2015","2015",8.151234523,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1967-Q2","Q2-1967","IDX","Index","0","Units","2015","2015",8.221778279,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1967-Q3","Q3-1967","IDX","Index","0","Units","2015","2015",8.192627856,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1967-Q4","Q4-1967","IDX","Index","0","Units","2015","2015",8.283552476,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1968-Q1","Q1-1968","IDX","Index","0","Units","2015","2015",8.486128688,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1968-Q2","Q2-1968","IDX","Index","0","Units","2015","2015",8.378439712,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1968-Q3","Q3-1968","IDX","Index","0","Units","2015","2015",8.514986664,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1968-Q4","Q4-1968","IDX","Index","0","Units","2015","2015",8.646260364,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1969-Q1","Q1-1969","IDX","Index","0","Units","2015","2015",8.827950514,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1969-Q2","Q2-1969","IDX","Index","0","Units","2015","2015",8.930222088,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1969-Q3","Q3-1969","IDX","Index","0","Units","2015","2015",9.106348146,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1969-Q4","Q4-1969","IDX","Index","0","Units","2015","2015",9.118456173,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1970-Q1","Q1-1970","IDX","Index","0","Units","2015","2015",9.154116217,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1970-Q2","Q2-1970","IDX","Index","0","Units","2015","2015",9.318115863,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1970-Q3","Q3-1970","IDX","Index","0","Units","2015","2015",9.398707597,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1970-Q4","Q4-1970","IDX","Index","0","Units","2015","2015",9.51020378,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1971-Q1","Q1-1971","IDX","Index","0","Units","2015","2015",9.757695618,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1971-Q2","Q2-1971","IDX","Index","0","Units","2015","2015",9.935302998,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1971-Q3","Q3-1971","IDX","Index","0","Units","2015","2015",10.009365885,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1971-Q4","Q4-1971","IDX","Index","0","Units","2015","2015",10.054845221,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1972-Q1","Q1-1972","IDX","Index","0","Units","2015","2015",10.363755464,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1972-Q2","Q2-1972","IDX","Index","0","Units","2015","2015",10.524021556,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1972-Q3","Q3-1972","IDX","Index","0","Units","2015","2015",10.725156369,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1972-Q4","Q4-1972","IDX","Index","0","Units","2015","2015",10.967675687,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1973-Q1","Q1-1973","IDX","Index","0","Units","2015","2015",11.22463036,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1973-Q2","Q2-1973","IDX","Index","0","Units","2015","2015",11.730690055,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1973-Q3","Q3-1973","IDX","Index","0","Units","2015","2015",12.265035649,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1973-Q4","Q4-1973","IDX","Index","0","Units","2015","2015",12.761082147,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1974-Q1","Q1-1974","IDX","Index","0","Units","2015","2015",13.207876203,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1974-Q2","Q2-1974","IDX","Index","0","Units","2015","2015",13.716504534,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1974-Q3","Q3-1974","IDX","Index","0","Units","2015","2015",14.40230762,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1974-Q4","Q4-1974","IDX","Index","0","Units","2015","2015",15.154476037,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1975-Q1","Q1-1975","IDX","Index","0","Units","2015","2015",15.396869544,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1975-Q2","Q2-1975","IDX","Index","0","Units","2015","2015",15.612616184,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1975-Q3","Q3-1975","IDX","Index","0","Units","2015","2015",16.26430185,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1975-Q4","Q4-1975","IDX","Index","0","Units","2015","2015",17.309177862,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1976-Q1","Q1-1976","IDX","Index","0","Units","2015","2015",17.361724448,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1976-Q2","Q2-1976","IDX","Index","0","Units","2015","2015",18.072417805,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1976-Q3","Q3-1976","IDX","Index","0","Units","2015","2015",18.554593184,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1976-Q4","Q4-1976","IDX","Index","0","Units","2015","2015",18.982219126,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1977-Q1","Q1-1977","IDX","Index","0","Units","2015","2015",19.511701522,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1977-Q2","Q2-1977","IDX","Index","0","Units","2015","2015",19.890938829,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1977-Q3","Q3-1977","IDX","Index","0","Units","2015","2015",20.246148223,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1977-Q4","Q4-1977","IDX","Index","0","Units","2015","2015",20.540007648,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1978-Q1","Q1-1978","IDX","Index","0","Units","2015","2015",21.070017833,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1978-Q2","Q2-1978","IDX","Index","0","Units","2015","2015",21.519874446,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1978-Q3","Q3-1978","IDX","Index","0","Units","2015","2015",21.90674202,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1978-Q4","Q4-1978","IDX","Index","0","Units","2015","2015",22.300823944,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1979-Q1","Q1-1979","IDX","Index","0","Units","2015","2015",22.792670397,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1979-Q2","Q2-1979","IDX","Index","0","Units","2015","2015",23.521354113,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1979-Q3","Q3-1979","IDX","Index","0","Units","2015","2015",24.111719651,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1979-Q4","Q4-1979","IDX","Index","0","Units","2015","2015",24.600897098,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","IDX","Index","0","Units","2015","2015",25.151939605,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","IDX","Index","0","Units","2015","2015",25.658276799,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","IDX","Index","0","Units","2015","2015",26.364302029,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","IDX","Index","0","Units","2015","2015",27.108644397,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","IDX","Index","0","Units","2015","2015",27.544011482,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","IDX","Index","0","Units","2015","2015",28.130836552,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","IDX","Index","0","Units","2015","2015",29.071863882,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","IDX","Index","0","Units","2015","2015",30.020080097,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","IDX","Index","0","Units","2015","2015",30.910403041,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","IDX","Index","0","Units","2015","2015",31.807564275,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","IDX","Index","0","Units","2015","2015",32.42377227,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","IDX","Index","0","Units","2015","2015",33.466869963,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","IDX","Index","0","Units","2015","2015",34.08702949,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","IDX","Index","0","Units","2015","2015",34.524431168,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","IDX","Index","0","Units","2015","2015",35.529017426,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","IDX","Index","0","Units","2015","2015",35.903791044,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","IDX","Index","0","Units","2015","2015",36.494522743,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","IDX","Index","0","Units","2015","2015",36.895278237,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","IDX","Index","0","Units","2015","2015",36.988219309,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","IDX","Index","0","Units","2015","2015",37.373721657,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","IDX","Index","0","Units","2015","2015",38.240842443,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","IDX","Index","0","Units","2015","2015",38.890813786,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","IDX","Index","0","Units","2015","2015",39.278516897,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","IDX","Index","0","Units","2015","2015",40.163289268,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","IDX","Index","0","Units","2015","2015",40.646422817,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","IDX","Index","0","Units","2015","2015",41.447382669,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","IDX","Index","0","Units","2015","2015",42.102185471,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","IDX","Index","0","Units","2015","2015",42.789704415,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","IDX","Index","0","Units","2015","2015",43.447467535,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","IDX","Index","0","Units","2015","2015",44.385042052,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","IDX","Index","0","Units","2015","2015",45.000531889,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","IDX","Index","0","Units","2015","2015",45.43074176,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","IDX","Index","0","Units","2015","2015",46.876965431,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","IDX","Index","0","Units","2015","2015",47.998406582,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","IDX","Index","0","Units","2015","2015",49.300251639,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","IDX","Index","0","Units","2015","2015",50.103110415,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","IDX","Index","0","Units","2015","2015",51.050059484,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","IDX","Index","0","Units","2015","2015",51.909805482,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","IDX","Index","0","Units","2015","2015",52.468185193,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","IDX","Index","0","Units","2015","2015",53.531756861,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","IDX","Index","0","Units","2015","2015",54.072202042,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","IDX","Index","0","Units","2015","2015",55.024801413,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","IDX","Index","0","Units","2015","2015",55.003402796,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","IDX","Index","0","Units","2015","2015",55.361256844,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2015","2015",55.317776767,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2015","2015",55.448744692,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2015","2015",55.633651463,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2015","2015",56.116760599,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2015","2015",56.499604942,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","DOBSA","Deflator, OECD reference year, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2015","2015",56.303537622,,
