"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1990-Q3",6.07734806629824,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1990-Q4",6.88405797101453,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1991-Q1",4.99108734402848,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1991-Q2",3.50262697022778,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1991-Q3",3.29861111111112,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1991-Q4",1.52542372881351,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1992-Q1",1.69779286926982,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1992-Q2",1.18443316412854,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1992-Q3",0.672268907563056,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1992-Q4",0.333889816360605,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1993-Q1",1.16861435726225,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1993-Q2",1.83946488294312,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1993-Q3",2.17028380634389,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1993-Q4",1.83028286189682,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1994-Q1",1.48514851485144,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1994-Q2",1.64203612479479,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1994-Q3",1.79738562091518,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1994-Q4",2.77777777777777,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1995-Q1",3.90243902439018,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",4.52342487883682,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",5.13643659711075,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",4.92845786963442,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",3.75586854460088,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",3.09119010819157,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",2.13740458015256,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",1.66666666666665,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",1.2066365007542,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",0.299850074962523,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",-0.298953662182365,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",-0.298062593144583,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",-0.149031296572205,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",0.747384155456029,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",1.34932533733147,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",1.49476831091187,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",1.19402985074615,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",1.03857566765574,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",1.62721893491122,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",1.76730486008842,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",2.8023598820059,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",3.08370044052865,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",6.11353711790379,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",5.7887120115773,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",6.02582496413205,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",6.12535612535609,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",2.46913580246922,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",3.14637482900139,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",2.97699594046003,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",2.81879194630874,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",3.34672021419013,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",3.05039787798412,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",3.41655716162956,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",2.6109660574412,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",2.46113989637307,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",2.44530244530246,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",1.90597204574332,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",2.54452926208661,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",2.27560050568895,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",2.63819095477388,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",2.36907730673318,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",2.4813895781637,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",3.09023485784923,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",2.69277845777229,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",3.04506699147371,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",3.99515738498783,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",3.83693045563547,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",3.33730631704408,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",2.48226950354612,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",2.09545983701986,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",1.84757505773665,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",2.99884659746249,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",4.26758938869674,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",4.4469783352337,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",4.98866213151932,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",3.69540873460252,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",2.32300884955753,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",1.52838427947604,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",1.18790496760256,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",2.05183585313176,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",2.91891891891884,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",3.01075268817202,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",2.88153681963719,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",2.64550264550268,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",3.36134453781511,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",3.65344467640914,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",3.42323651452275,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",2.98969072164941,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",1.52439024390244,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",1.20845921450155,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",1.90571715145437,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",2.10210210210212,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",2.50250250250253,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",2.3880597014925,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",2.26377952755908,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q4",2.64705882352944,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q1",2.92968749999998,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q2",3.10981535471331,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q3",2.30991337824828,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q4",1.71919770773634,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q1",1.32827324478182,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q2",1.50801131008488,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q3",1.41110065851374,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q4",1.69014084507049,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q1",1.31086142322092,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q2",1.02135561745587,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q3",1.39146567717985,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q4",1.38504155124653,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q1",2.12569316081333,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q2",1.93014705882354,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q3",1.82982616651425,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q4",2.09471766848807,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q1",1.90045248868779,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q2",2.07394048692518,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q3",1.97663971248873,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q4",1.6949152542373,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q1",1.33214920071047,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q2",1.59010600706709,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q3",1.6740088105727,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.84210526315792,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.2787028921999,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-0.347826086956537,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.693240901213001,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.861326442721524,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.942587832048174,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.66492146596841,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.09810671256505,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.672075149445,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.17826825127317,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",6.22895622895658,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.17863105175305,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",7.82537067545312,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",7.02179176755429,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",6.10142630744874,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",5.29595015576268,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",4.25637699797218,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",3.7765981350272,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",3.5570540526416,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",3.32209263128318,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",3.11858701987129,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2025-Q1",3.00068730893682,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2025-Q2",2.90001166815689,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2025-Q3",2.75519409979751,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2025-Q4",2.60521376903008,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q1",2.1608643457383,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q2",1.7481128327375,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q3",1.7418844022169,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q4",1.81388012618287,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q1",0.509204857030934,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q2",-0.117141741507297,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q3",0.1167315175098,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q4",0.0387296669248467,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q1",1.63678877630567,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",2.73651290070372,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",2.33190827827439,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",2.05187766163378,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",1.4570552147239,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",1.40791476407914,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",1.40524116976831,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",2.04855842185131,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",2.1541950113378,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",1.57598499061913,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",1.72284644194747,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",1.00371747211903,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",1.10987791342952,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",0.960472848171372,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",0.736377025036915,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",1.14096429885902,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",0.84156604463962,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",1.60995243322366,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",2.15643274853803,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",2.36535662299857,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",2.72133526850501,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",2.41267554915375,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",2.68336314847937,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",3.12833274084599,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",2.71988696573652,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",3.58649789029524,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",2.68292682926832,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",1.06859703550498,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",1.54745529573597,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",1.32382892057032,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",2.40922972514412,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",3.81991814461124,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",4.40230274297318,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",2.74706867671686,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",2.15374420145796,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",1.70827858081464,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",0.908206292572215,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",2.21715030974902,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",1.94615634122608,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",2.29328165374679,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",2.18579234972674,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",1.85007974481652,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",2.57715558383717,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",2.30502052415535,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",2.54797106008174,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",2.53679924835584,
